Date,596/35
1991-03-03 00:00:00,43.46
1991-09-06 00:00:00,45.1
1992-03-09 00:00:00,45.2
1992-09-09 00:00:00,58.8
1993-03-04 00:00:00,60.55
1993-09-08 00:00:00,61.9
1994-03-04 00:00:00,57.9
1994-09-08 00:00:00,59.1
1996-03-04 00:00:00,44.75
1996-06-03 00:00:00,41.23
1996-07-04 00:00:00,42.5
1996-08-02 00:00:00,42.7
1996-09-02 00:00:00,44.89
1996-10-02 00:00:00,45.62
1996-11-05 00:00:00,46.75
1996-12-03 00:00:00,47.4
1997-01-03 00:00:00,43.1
1997-02-05 00:00:00,41.11
1997-03-06 00:00:00,40.93
1997-04-02 00:00:00,41.46
1997-05-02 00:00:00,42.32
1997-06-03 00:00:00,43.15
1997-07-14 00:00:00,44.52
1997-08-05 00:00:00,45.4
1997-09-02 00:00:00,46.66
1997-10-08 00:00:00,48.08
1997-11-06 00:00:00,49.06
1997-12-05 00:00:00,48.4
1998-01-09 00:00:00,43.58
1998-02-03 00:00:00,43.21
1998-03-04 00:00:00,38.62
1998-04-01 00:00:00,38.75
1998-05-11 00:00:00,39.91
1998-06-04 00:00:00,40.6
1998-07-06 00:00:00,42.0
1998-08-01 00:00:00,44.0
1998-09-08 00:00:00,44.65
1998-10-06 00:00:00,45.85
1998-11-03 00:00:00,46.75
1998-12-09 00:00:00,47.0
1999-01-11 00:00:00,46.95
1999-02-04 00:00:00,50.24
1999-03-08 00:00:00,51.52
1999-04-05 00:00:00,52.3
1999-05-07 00:00:00,52.46
1999-06-01 00:00:00,54.78
1999-07-02 00:00:00,56.56
1999-08-03 00:00:00,58.4
1999-09-10 00:00:00,60.6
1999-10-13 00:00:00,62.0
1999-11-02 00:00:00,62.65
1999-12-03 00:00:00,63.3
2000-01-03 00:00:00,63.42
2000-02-04 00:00:00,63.6
2000-03-01 00:00:00,63.67
2000-04-10 00:00:00,64.0
2000-05-02 00:00:00,62.96
2000-06-01 00:00:00,60.2
2000-07-03 00:00:00,59.38
2000-07-31 00:00:00,60.08
2000-09-05 00:00:00,61.42
2000-10-02 00:00:00,61.5
2000-11-02 00:00:00,63.42
2000-12-05 00:00:00,62.0
2001-01-08 00:00:00,60.42
2001-02-08 00:00:00,60.08
2001-03-06 00:00:00,51.08
2001-04-03 00:00:00,47.18
2001-05-04 00:00:00,46.66
2001-06-01 00:00:00,46.7
2001-07-05 00:00:00,48.0
2001-08-01 00:00:00,48.22
2001-09-05 00:00:00,50.24
2001-10-02 00:00:00,51.0
2001-11-05 00:00:00,51.2
2001-12-04 00:00:00,53.1
2002-01-08 00:00:00,51.02
2002-02-07 00:00:00,50.2
2002-03-06 00:00:00,50.1
2002-04-01 00:00:00,49.8
2002-05-09 00:00:00,50.07
2002-06-07 00:00:00,50.74
2002-07-04 00:00:00,49.63
2002-08-14 00:00:00,50.9
2002-10-07 00:00:00,52.36
2002-11-06 00:00:00,52.66
2002-12-10 00:00:00,53.95
2003-01-07 00:00:00,50.72
2003-02-05 00:00:00,49.25
2003-03-06 00:00:00,48.32
2003-04-03 00:00:00,47.47
2003-05-02 00:00:00,47.04
2003-06-05 00:00:00,47.25
2003-07-03 00:00:00,47.91
2003-08-08 00:00:00,49.3
2003-09-05 00:00:00,50.04
2003-10-06 00:00:00,50.2
2003-11-10 00:00:00,51.82
2003-12-04 00:00:00,50.74
2004-01-09 00:00:00,50.51
2004-02-03 00:00:00,50.32
2004-03-04 00:00:00,50.26
2004-04-13 00:00:00,50.42
2004-05-05 00:00:00,50.82
2004-06-07 00:00:00,51.05
2004-07-09 00:00:00,52.67
2004-08-05 00:00:00,55.75
2004-08-19 00:00:00,55.75
2004-09-06 00:00:00,57.4
2004-10-08 00:00:00,58.96
2004-11-16 00:00:00,59.78
2004-12-07 00:00:00,60.78
2005-01-07 00:00:00,61.11
2005-02-04 00:00:00,62.22
2005-03-07 00:00:00,62.5
2005-04-05 00:00:00,64.05
2005-05-05 00:00:00,64.31
2005-06-06 00:00:00,66.36
2005-07-06 00:00:00,67.82
2005-08-16 00:00:00,70.03
2005-09-06 00:00:00,71.25
2005-10-13 00:00:00,73.33
2005-11-08 00:00:00,73.88
2005-12-06 00:00:00,71.51
2006-01-04 00:00:00,71.5
2006-02-06 00:00:00,66.28
2006-03-06 00:00:00,64.15
2006-04-04 00:00:00,59.8
2006-06-09 00:00:00,57.58
2006-07-11 00:00:00,60.02
2006-08-08 00:00:00,59.04
2006-09-08 00:00:00,60.33
2006-10-04 00:00:00,61.4
2006-11-10 00:00:00,61.7
2006-12-05 00:00:00,61.42
2007-01-06 00:00:00,56.09
2007-02-07 00:00:00,54.92
2007-04-11 00:00:00,53.67
2007-05-09 00:00:00,53.56
2007-06-12 00:00:00,54.42
2007-08-08 00:00:00,57.62
2007-09-06 00:00:00,59.0
2007-10-10 00:00:00,60.58
2007-11-09 00:00:00,61.71
2007-12-06 00:00:00,62.48
2008-01-09 00:00:00,62.88
2008-02-07 00:00:00,62.42
2008-02-29 00:00:00,62.14
2008-04-08 00:00:00,60.95
2008-05-08 00:00:00,59.02
2008-06-12 00:00:00,57.6
2008-07-07 00:00:00,57.8
2008-08-13 00:00:00,59.03
2008-09-08 00:00:00,60.37
2008-10-08 00:00:00,61.15
2008-12-02 00:00:00,62.34
2009-01-09 00:00:00,63.08
2009-02-10 00:00:00,62.19
2009-03-02 00:00:00,60.86
2009-06-04 00:00:00,58.88
2009-07-02 00:00:00,60.12
2009-08-06 00:00:00,60.41
2009-09-09 00:00:00,62.76
2009-10-07 00:00:00,63.92
2009-11-09 00:00:00,64.38
2009-11-30 00:00:00,65.66
2010-01-13 00:00:00,60.77
2010-02-15 00:00:00,53.95
2010-03-04 00:00:00,45.68
2010-04-09 00:00:00,43.15
2010-05-12 00:00:00,42.5
2010-06-08 00:00:00,42.75
2010-07-09 00:00:00,43.46
2010-08-10 00:00:00,44.56
2010-10-07 00:00:00,46.62
2010-11-19 00:00:00,47.32
2010-12-17 00:00:00,47.28
2011-01-12 00:00:00,44.76
2011-02-04 00:00:00,43.95
2011-03-10 00:00:00,43.25
2011-04-18 00:00:00,41.72
2011-05-12 00:00:00,41.53
2011-06-20 00:00:00,41.84
2011-07-08 00:00:00,41.82
2011-08-09 00:00:00,44.15
2011-09-02 00:00:00,44.74
2012-02-08 00:00:00,48.28
2012-03-14 00:00:00,49.48
2012-04-24 00:00:00,50.76
2012-05-10 00:00:00,51.23
2012-06-18 00:00:00,53.28
2012-07-11 00:00:00,54.73
2012-08-06 00:00:00,56.25
2012-09-12 00:00:00,56.35
2012-10-19 00:00:00,60.22
2012-11-20 00:00:00,60.12
2012-12-19 00:00:00,58.5
2013-01-22 00:00:00,56.57
2013-02-28 00:00:00,55.15
2013-03-28 00:00:00,51.75
2013-05-29 00:00:00,48.93
2013-07-05 00:00:00,49.72
2013-08-06 00:00:00,50.58
2013-08-27 00:00:00,51.37
2013-09-25 00:00:00,52.6
2013-11-26 00:00:00,54.32
2014-01-24 00:00:00,55.89
2014-03-05 00:00:00,55.25
2014-05-30 00:00:00,53.25
2014-06-25 00:00:00,53.64
2014-08-13 00:00:00,55.5
2014-09-09 00:00:00,57.18
2014-11-03 00:00:00,59.0
2014-12-15 00:00:00,58.52
2015-01-14 00:00:00,58.32
2015-02-13 00:00:00,57.32
2015-03-17 00:00:00,56.61
2015-04-10 00:00:00,56.61
2015-06-01 00:00:00,57.91
2015-06-29 00:00:00,59.27
2015-07-22 00:00:00,60.2
2015-09-15 00:00:00,61.7
2015-10-16 00:00:00,61.86
2015-11-05 00:00:00,62.97
2015-12-22 00:00:00,62.0
2016-01-07 00:00:00,62.04
2016-02-08 00:00:00,62.48
2016-03-07 00:00:00,62.87
2016-04-11 00:00:00,63.1
2016-05-04 00:00:00,63.25
2016-07-06 00:00:00,63.19
2016-08-08 00:00:00,59.62
2016-11-22 00:00:00,61.97
2016-12-14 00:00:00,59.69
2017-01-13 00:00:00,60.32
2017-02-03 00:00:00,60.03
2017-03-02 00:00:00,55.65
2017-04-10 00:00:00,56.38
2017-05-15 00:00:00,57.29
2017-06-13 00:00:00,63.0
2017-07-12 00:00:00,53.8
2017-08-09 00:00:00,55.16
2017-09-26 00:00:00,59.62
2017-10-13 00:00:00,59.89
2017-11-16 00:00:00,60.0
2017-12-06 00:00:00,60.93
2018-01-09 00:00:00,61.12
2018-02-12 00:00:00,60.32
2018-03-09 00:00:00,58.19
2018-04-10 00:00:00,59.7
2018-05-03 00:00:00,57.04
2018-06-22 00:00:00,57.6
2018-07-17 00:00:00,58.75
2018-08-09 00:00:00,59.96
2018-09-05 00:00:00,56.75
2018-10-09 00:00:00,58.8
2018-11-07 00:00:00,59.35
2018-12-13 00:00:00,58.87
2019-01-08 00:00:00,60.43
2019-02-06 00:00:00,59.85
2019-03-18 00:00:00,60.58
2019-04-02 00:00:00,62.36
2019-05-07 00:00:00,63.1
2019-06-06 00:00:00,63.58
2019-07-05 00:00:00,63.52
2019-08-05 00:00:00,90.0
2019-09-09 00:00:00,90.0
2019-10-08 00:00:00,90.0
2019-11-12 00:00:00,90.0
2019-12-10 00:00:00,90.0
2020-01-15 00:00:00,90.0
2020-02-05 00:00:00,90.0
2020-03-13 00:00:00,90.0
2020-06-04 00:00:00,90.0
2020-07-09 00:00:00,90.0
2020-08-04 00:00:00,90.0
2020-09-04 00:00:00,90.0
2020-10-09 00:00:00,90.0
2020-11-03 00:00:00,90.0
2020-12-15 00:00:00,90.0
2021-01-07 00:00:00,90.0
2021-02-04 00:00:00,90.0
2021-03-03 00:00:00,63.75
2021-04-05 00:00:00,61.14
2021-05-10 00:00:00,60.24
2021-06-15 00:00:00,60.54
2021-07-08 00:00:00,61.29
2021-08-02 00:00:00,62.1
2021-11-10 00:00:00,90.0
2021-12-10 00:00:00,66.75
2022-01-05 00:00:00,90.0
2022-02-10 00:00:00,90.0
2022-03-02 00:00:00,90.0
2022-04-07 00:00:00,68.93
2022-05-11 00:00:00,90.0
2022-06-01 00:00:00,90.0
2022-07-13 00:00:00,90.0
2022-08-10 00:00:00,90.0
2022-09-06 00:00:00,90.0
2022-10-12 00:00:00,90.0
2022-11-10 00:00:00,90.0
2022-12-15 00:00:00,90.0
2023-01-12 00:00:00,73.72
2023-02-07 00:00:00,71.46
2023-03-03 00:00:00,71.44
2023-04-11 00:00:00,69.77
2023-05-15 00:00:00,70.01
2023-06-22 00:00:00,71.62
2023-07-24 00:00:00,73.31
2023-08-30 00:00:00,73.56
2023-09-06 00:00:00,76.39
2023-10-04 00:00:00,78.74
2023-11-02 00:00:00,80.45
2024-04-03 00:00:00,73.39
2024-05-16 00:00:00,68.87
2024-06-03 00:00:00,68.35
2024-07-01 11:35:00,68.42
2024-08-02 11:32:00,69.26
2024-09-04 13:30:00,70.6
2024-10-01 14:46:00,71.5
2024-11-04 14:05:00,72.25
2024-12-03 13:20:00,72.58
2025-01-28 00:00:00,74.58
