Date,606/1057
1996-06-07,48.4
1996-07-05,49.13
1996-08-06,49.63
1996-09-05,50.7
1996-10-07,51.1
1996-11-08,51.2
1996-12-05,50.72
1997-03-10,49.55
1997-04-04,49.64
1997-06-08,48.65
1997-07-10,50.7
1997-08-05,50.84
1997-10-06,51.25
1997-11-05,51.12
1998-01-08,49.66
1998-02-04,49.6
1998-03-02,48.59
1998-05-08,50.6
1998-07-07,48.93
1998-08-11,50.25
1998-09-01,50.6
1998-10-07,50.7
1998-11-06,50.86
1998-12-16,50.9
1999-02-01,50.8
1999-03-03,50.06
1999-05-03,50.65
1999-06-08,52.0
1999-08-03,52.0
1999-11-12,50.76
2000-01-07,51.8
2000-04-05,50.83
2000-05-09,50.5
2000-07-07,51.35
2000-11-07,53.0
2001-03-05,51.0
2001-04-04,49.79
2001-05-10,50.4
2001-07-01,51.9
2002-06-06,49.83
2002-10-08,50.68
2003-02-05,48.28
2003-05-07,47.8
2005-08-18,0.0
