Date,604/118
1990-10-04,22.35
1990-11-02,21.95
1990-12-05,22.02
1991-01-07,21.9
1991-02-05,21.9
1991-03-01,21.9
1991-04-04,21.65
1991-05-03,21.7
1991-06-05,21.9
1991-07-02,23.6
1991-08-05,22.4
1991-09-03,22.6
1991-10-03,22.91
1991-11-04,22.35
1992-01-07,22.35
1992-02-06,22.4
1992-03-09,22.5
1992-04-14,22.5
1992-05-05,22.65
1992-06-03,24.15
1992-07-01,23.9
1992-08-06,24.2
1992-09-03,22.7
1992-10-07,24.2
1992-11-04,22.7
1992-12-03,22.75
1993-01-06,22.6
1993-02-04,22.8
1993-03-03,22.8
1993-04-07,22.8
1993-05-05,22.5
1993-06-01,22.76
1993-07-02,23.43
1993-08-02,24.05
1993-09-03,23.9
1993-10-06,22.9
1993-11-08,22.64
1993-12-06,22.62
1994-01-04,22.73
1994-02-02,22.67
1994-03-02,22.6
1994-07-05,23.22
1994-08-08,23.0
1994-09-04,23.1
1994-10-01,23.09
1994-11-11,22.72
1994-12-06,22.7
1995-01-03,22.65
1995-02-08,22.71
1995-03-03,22.74
1995-04-18,23.14
1995-05-05,23.04
1995-06-07,23.05
1995-07-11,23.72
1995-08-04,24.1
1995-10-05,23.41
1995-11-06,23.34
1995-12-14,23.6
1996-01-10,22.6
1996-02-02,22.0
