Date,584/22
2006-02-09,0.0
2006-07-06,0.0
2006-08-09,0.51
2006-09-08,0.96
2006-10-06,0.96
2006-11-08,0.0
2006-11-30,0.0
2007-01-04,0.0
2007-02-01,0.0
2007-03-30,0.0
2007-05-02,0.0
2007-06-13,0.0
2007-08-01,0.0
2007-09-06,0.0
2007-10-06,0.0
2007-11-08,0.0
2007-11-30,0.0
2008-01-03,0.0
2008-02-06,0.0
2008-03-04,0.0
2008-04-02,0.0
2008-05-06,0.0
2008-06-03,0.0
2008-07-03,0.0
2008-08-06,0.0
2008-09-03,0.0
2008-10-02,0.0
2008-12-04,0.0
2009-01-06,0.0
2009-02-09,0.0
2009-03-05,0.0
2009-06-02,0.0
2009-07-09,0.0
2009-08-14,0.0
2009-09-03,0.0
2009-10-06,0.0
2009-11-05,0.0
2009-12-02,0.0
2010-01-08,0.0
2010-02-01,0.0
2010-03-03,0.0
2010-04-13,0.0
2010-05-10,0.0
2010-07-06,0.0
2010-08-04,0.0
2010-10-13,0.0
2010-11-18,0.0
2010-12-09,0.0
2011-01-11,0.0
2011-02-03,0.0
2011-03-04,0.0
2011-03-31,0.0
2011-05-05,0.0
2011-06-16,0.0
2011-07-20,0.0
2011-08-23,0.0
2011-09-12,0.0
2012-02-06,0.0
2012-03-05,0.0
2012-04-05,0.0
2012-05-03,0.0
2012-06-19,0.0
2012-07-05,0.0
2012-08-09,0.0
2012-09-04,0.0
2012-10-11,0.0
2012-11-24,0.0
2012-12-11,0.0
2013-01-15,0.0
2013-02-22,0.0
2013-03-22,0.0
2013-04-26,0.0
2013-05-24,0.0
2013-06-23,0.0
2013-07-19,0.0
2013-08-29,0.0
2013-09-23,0.0
2013-11-28,0.0
2014-01-28,0.0
2014-02-28,0.0
2014-04-10,0.0
2014-05-29,0.0
2014-06-26,0.0
2014-08-07,0.0
2014-09-18,0.0
2014-10-07,0.0
2014-11-26,0.0
2015-01-12,0.0
2015-02-05,0.0
2015-03-04,0.0
2015-04-07,0.0
2015-05-22,0.0
2015-06-25,0.0
2015-07-28,0.0
2015-09-16,0.0
2015-10-13,0.0
2015-11-11,0.0
2015-12-10,0.0
2016-01-20,0.0
2016-02-19,0.0
2016-03-14,0.0
2016-04-15,0.0
2016-05-19,0.0
2016-08-11,0.0
2016-09-21,0.0
2016-11-14,0.0
2017-01-03,0.0
2017-03-16,0.0
2017-05-11,0.0
2017-07-24,0.0
2017-09-27,0.0
2017-11-14,0.0
2018-01-10,0.0
2018-03-22,0.0
2018-05-09,0.0
2018-07-18,0.0
2018-09-20,0.0
2018-11-12,0.0
2019-01-16,0.0
2019-03-21,0.0
2019-05-14,0.0
2019-07-22,0.0
2019-09-10,0.0
2019-10-21,0.0
2019-11-19,0.0
2020-01-22,0.0
2020-03-03,0.0
2020-06-18,0.0
2020-11-04,1.73
2021-01-06,0.0
2021-03-18,0.0
2021-05-13,0.0
2021-06-01,0.0
2021-07-05,0.0
2021-08-04,0.0
2021-09-01,0.0
2021-10-01,0.0
2021-11-02,1.46
2021-12-15,1.72
2022-01-03,0.19
2022-02-01,0.0
2022-03-15,0.0
2022-04-05,0.0
2022-05-09,0.0
2022-06-06,0.0
2022-07-06,0.46
2022-08-02,0.56
2022-09-01,1.55
2022-10-04,1.78
2022-11-01,2.04
2022-12-14,0.57
2023-01-18,0.0
2023-02-08,1.27
2023-03-06,0.0
2023-04-01,0.0
2023-05-08,0.0
2023-06-13,0.3
2023-07-07,0.7
2023-08-02,1.13
2023-09-01,1.56
2023-10-26,1.61
2023-11-27,2.03
2023-12-18,1.18
2024-01-14,0.15
2024-02-15,0.0
2024-04-16,0.0
2024-06-07,0.0
2024-08-01,0.15
2024-10-07,0.3
2024-12-04,0.24
