Date,606/1049
1990-10-03 00:00:00,15.25
1990-11-06 00:00:00,17.87
1990-12-05 00:00:00,19.84
1991-01-07 00:00:00,20.25
1991-02-06 00:00:00,20.65
1991-03-06 00:00:00,18.46
1991-04-05 00:00:00,13.6
1991-05-06 00:00:00,12.15
1991-06-06 00:00:00,12.2
1991-07-04 00:00:00,13.0
1991-08-07 00:00:00,15.7
1991-09-05 00:00:00,18.07
1991-10-04 00:00:00,20.55
1991-11-07 00:00:00,22.19
1991-12-05 00:00:00,22.25
1992-01-06 00:00:00,21.15
1992-02-05 00:00:00,28.08
1992-03-11 00:00:00,27.87
1992-04-09 00:00:00,30.0
1992-05-07 00:00:00,32.8
1992-06-03 00:00:00,36.8
1992-07-02 00:00:00,40.6
1992-08-05 00:00:00,47.2
1992-09-04 00:00:00,47.3
1992-10-06 00:00:00,54.1
1992-11-05 00:00:00,55.15
1992-12-07 00:00:00,56.5
1993-01-08 00:00:00,27.88
1993-02-03 00:00:00,25.9
1993-03-04 00:00:00,25.48
1993-04-06 00:00:00,25.43
1993-05-07 00:00:00,25.87
1993-06-07 00:00:00,26.7
1993-07-06 00:00:00,28.72
1993-08-05 00:00:00,29.2
1993-09-09 00:00:00,40.5
1993-10-07 00:00:00,44.85
1993-11-08 00:00:00,37.5
1993-12-07 00:00:00,25.4
1994-01-05 00:00:00,23.6
1994-02-07 00:00:00,22.72
1994-03-03 00:00:00,22.3
1994-04-11 00:00:00,21.7
1994-05-09 00:00:00,21.7
1994-07-08 00:00:00,25.9
1994-08-09 00:00:00,28.4
1994-09-01 00:00:00,32.42
1994-10-10 00:00:00,38.9
1994-11-08 00:00:00,41.41
1994-12-12 00:00:00,41.0
1995-01-04 00:00:00,44.7
1995-02-03 00:00:00,46.22
1995-03-06 00:00:00,40.3
1995-04-10 00:00:00,42.02
1995-05-04 00:00:00,45.6
1995-06-08 00:00:00,50.3
1995-07-07 00:00:00,54.55
1995-08-08 00:00:00,55.4
1995-09-06 00:00:00,62.1
1995-10-06 00:00:00,64.84
1995-11-07 00:00:00,65.12
1995-12-13 00:00:00,45.25
1996-01-10 00:00:00,17.3
1996-01-29 00:00:00,4.0
1996-03-06 00:00:00,0.0
1996-04-09 00:00:00,0.77
1996-05-03 00:00:00,2.42
1996-06-07 00:00:00,3.7
1996-07-05 00:00:00,4.88
1996-08-06 00:00:00,6.89
1996-09-05 00:00:00,10.03
1996-11-07 00:00:00,13.3
1996-11-08 00:00:00,16.12
1996-12-05 00:00:00,18.13
1997-01-07 00:00:00,14.8
1997-02-07 00:00:00,7.74
1997-03-10 00:00:00,6.6
1997-04-04 00:00:00,7.38
1997-05-08 00:00:00,9.5
1997-06-08 00:00:00,11.34
1997-07-10 00:00:00,14.44
1997-08-06 00:00:00,16.94
1997-09-05 00:00:00,19.65
1997-11-05 00:00:00,23.21
1997-12-09 00:00:00,23.0
1998-01-08 00:00:00,15.67
1998-02-04 00:00:00,9.88
1998-03-02 00:00:00,7.26
1998-04-07 00:00:00,7.13
1998-05-08 00:00:00,8.18
1998-06-08 00:00:00,9.63
1998-07-07 00:00:00,12.1
1998-08-11 00:00:00,15.6
1998-09-01 00:00:00,17.49
1998-10-07 00:00:00,20.3
1998-11-06 00:00:00,22.15
1998-12-16 00:00:00,24.6
1999-01-12 00:00:00,26.0
1999-02-01 00:00:00,27.2
1999-03-03 00:00:00,29.3
1999-04-07 00:00:00,30.7
1999-05-03 00:00:00,34.1
1999-06-08 00:00:00,39.95
1999-07-05 00:00:00,46.19
1999-08-03 00:00:00,47.02
1999-09-06 00:00:00,55.64
1999-10-13 00:00:00,57.64
1999-11-10 00:00:00,57.25
1999-12-10 00:00:00,56.97
2000-01-07 00:00:00,56.65
2000-02-03 00:00:00,55.0
2000-03-01 00:00:00,57.5
2000-04-05 00:00:00,58.03
2000-05-10 00:00:00,42.05
2000-06-06 00:00:00,27.12
2000-07-07 00:00:00,27.9
2000-08-09 00:00:00,32.18
2000-09-06 00:00:00,32.25
2000-10-04 00:00:00,43.57
2000-11-07 00:00:00,48.0
2000-12-11 00:00:00,48.37
2001-01-08 00:00:00,28.0
2001-02-06 00:00:00,19.16
2001-03-05 00:00:00,14.3
2001-04-04 00:00:00,9.27
2001-05-08 00:00:00,8.8
2001-06-07 00:00:00,10.31
2001-07-01 00:00:00,12.6
2001-08-09 00:00:00,15.66
2001-09-14 00:00:00,19.2
2001-10-02 00:00:00,20.86
2001-11-15 00:00:00,22.4
2001-12-05 00:00:00,22.94
2002-01-14 00:00:00,15.45
2002-02-05 00:00:00,13.16
2002-03-07 00:00:00,10.35
2002-04-03 00:00:00,11.65
2002-05-09 00:00:00,9.34
2002-06-06 00:00:00,9.97
2002-07-08 00:00:00,11.87
2002-08-05 00:00:00,13.95
2002-10-04 00:00:00,19.24
2002-11-11 00:00:00,21.4
2002-12-05 00:00:00,20.12
2003-01-06 00:00:00,15.25
2003-02-06 00:00:00,9.65
2003-03-06 00:00:00,7.6
2003-04-04 00:00:00,6.63
2003-05-06 00:00:00,6.75
2003-06-05 00:00:00,7.8
2003-07-03 00:00:00,9.9
2003-08-05 00:00:00,12.4
2003-09-03 00:00:00,15.3
2003-10-06 00:00:00,19.44
2003-11-04 00:00:00,20.46
2003-12-05 00:00:00,21.36
2004-01-07 00:00:00,19.52
2004-02-04 00:00:00,19.61
2004-03-09 00:00:00,20.45
2004-04-15 00:00:00,20.36
2004-05-06 00:00:00,21.3
2004-06-03 00:00:00,22.49
2004-06-30 00:00:00,24.2
2004-08-09 00:00:00,28.19
2004-09-03 00:00:00,31.72
2004-10-12 00:00:00,38.65
2004-11-11 00:00:00,39.83
2004-12-01 00:00:00,41.32
2005-01-07 00:00:00,43.14
2005-02-03 00:00:00,46.8
2005-03-04 00:00:00,49.63
2005-04-06 00:00:00,51.92
2005-05-04 00:00:00,56.28
2005-06-13 00:00:00,61.02
2005-07-07 00:00:00,64.21
2005-08-18 00:00:00,67.07
2005-09-08 00:00:00,67.73
2005-10-03 00:00:00,68.6
2005-12-09 00:00:00,46.25
2006-01-09 00:00:00,35.52
2006-02-06 00:00:00,26.85
2006-03-06 00:00:00,23.48
2006-04-05 00:00:00,20.21
2006-06-06 00:00:00,18.78
2006-07-05 00:00:00,21.05
2006-08-11 00:00:00,23.63
2006-09-11 00:00:00,26.52
2006-10-10 00:00:00,29.82
2006-11-08 00:00:00,29.42
2006-12-11 00:00:00,23.04
2007-01-07 00:00:00,19.87
2007-02-12 00:00:00,19.52
2007-04-11 00:00:00,20.55
2007-05-07 00:00:00,21.92
2007-06-06 00:00:00,23.79
2007-08-07 00:00:00,30.8
2007-10-12 00:00:00,42.3
2007-11-12 00:00:00,47.1
2007-12-11 00:00:00,49.12
2008-01-10 00:00:00,43.42
2008-02-01 00:00:00,39.81
2008-03-07 00:00:00,36.57
2008-04-09 00:00:00,32.66
2008-05-15 00:00:00,24.37
2008-06-11 00:00:00,23.64
2008-07-08 00:00:00,24.88
2008-08-14 00:00:00,28.42
2008-09-12 00:00:00,34.06
2008-10-09 00:00:00,38.03
2008-12-10 00:00:00,42.6
2009-01-15 00:00:00,40.63
2009-02-05 00:00:00,30.6
2009-03-10 00:00:00,24.18
2009-06-12 00:00:00,27.67
2009-07-06 00:00:00,31.88
2009-08-11 00:00:00,42.17
2009-09-14 00:00:00,51.13
2009-10-07 00:00:00,53.94
2009-11-12 00:00:00,56.62
2009-12-10 00:00:00,55.98
2010-01-12 00:00:00,23.58
2010-02-15 00:00:00,13.48
2010-03-10 00:00:00,4.22
2010-04-09 00:00:00,2.28
2010-05-07 00:00:00,3.3
2010-06-07 00:00:00,3.84
2010-07-09 00:00:00,6.15
2010-08-10 00:00:00,8.78
2010-09-08 00:00:00,11.91
2010-10-07 00:00:00,14.98
2010-11-22 00:00:00,18.8
2010-12-17 00:00:00,19.74
2011-01-12 00:00:00,18.22
2011-02-08 00:00:00,14.82
2011-03-10 00:00:00,12.78
2011-04-15 00:00:00,7.16
2011-05-02 00:00:00,7.1
2011-06-24 00:00:00,9.74
2011-07-14 00:00:00,10.72
2011-08-17 00:00:00,14.33
2011-09-08 00:00:00,16.64
2012-02-03 00:00:00,25.5
2012-03-23 00:00:00,29.9
2012-04-20 00:00:00,32.88
2012-05-10 00:00:00,35.26
